TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
AAIC;4,80;;16,04;0,62;0,17;100,00;163,58;32,01;5,22;16,37;13,24;2,61;5,13;;-0,17;;3,85;1,04;5,06;0,27;0,73;0,03;-25,44;-20,59;;7,77;0,30;;135.948.960,00
AAT;22,83;5,78;27,99;1,15;0,46;63,18;29,12;11,39;5,56;23,65;12,70;1,33;3,19;;-0,46;;4,10;1,64;4,35;0,40;0,60;0,14;6,06;8,39;;19,91;0,82;;1.386.342.618,00
ABR;14,55;14,30;8,40;0,88;0,17;98,31;442,31;111,98;2,02;10,53;8,40;3,49;9,41;;-0,17;;10,52;2,05;8,30;0,20;0,80;0,02;3,69;34,73;;16,47;1,73;;2.742.698.280,00
ACC;65,42;;154,52;2,95;1,22;51,87;18,95;6,00;19,33;67,23;18,27;1,10;9,28;;-1,22;;1,91;0,79;2,80;0,41;0,58;0,13;3,69;-18,56;;22,18;0,42;;9.124.977.860,00
ACRE;10,07;13,11;157,75;0,80;0,23;100,00;13.053,89;427,19;5,31;19,88;14,72;2,28;673,91;;-0,23;;0,51;0,15;4,53;0,29;0,71;0,00;;-0,41;;12,61;0,06;;545.195.842,00
ADC;63,33;4,61;40,42;1,21;0,83;87,81;47,93;30,89;14,15;35,16;9,11;0,42;12,49;;-0,83;;3,00;2,06;3,23;0,69;0,31;0,07;30,97;21,27;;52,17;1,57;;6.365.912.601,00
AFCG;11,95;16,74;7,39;0,72;0,55;;;;6,85;6,28;0,36;0,04;;;-0,55;;9,76;7,43;9,28;0,76;0,24;0,00;;;;16,56;1,62;;244.469.515,00
AFIN;8,23;;-97,09;0,58;0,28;74,05;20,65;-3,17;5,02;39,26;24,35;0,94;3,08;;-0,28;;-0,59;-0,28;1,93;0,48;0,52;0,09;11,83;;;14,30;-0,08;;1.016.458.495,00
AFINO;25,70;;-303,19;1,80;0,86;74,05;20,65;-3,17;15,66;39,26;24,35;0,94;9,62;;-0,86;;-0,59;-0,28;1,93;0,48;0,52;0,09;11,83;;;14,30;-0,08;;1.016.458.495,00
AFINP;26,01;;-306,85;1,82;0,87;74,05;20,65;-3,17;15,85;39,26;24,35;0,94;9,74;;-0,87;;-0,59;-0,28;1,93;0,48;0,52;0,09;11,83;;;14,30;-0,08;;1.016.458.495,00
