TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
AALR3;19,76;;-72,39;2,02;0,92;31,73;5,79;-2,87;35,85;46,28;10,43;0,59;2,07;-29,46;-1,12;0,85;-2,79;-1,27;2,70;0,46;0,53;0,44;3,62;;8.615.838,44;9,80;-0,27;1,43;2.337.466.044,16
ABCB4;15,56;6,53;5,64;0,73;0,08;37,27;26,57;19,79;4,20;4,20;;;1,12;-2,20;-0,08;0,18;12,94;1,40;;0,11;0,89;0,07;7,15;9,74;12.261.742,82;21,31;2,76;0,08;3.517.962.236,08
ABEV3;13,03;4,63;15,25;2,60;1,61;50,27;22,97;18,03;11,97;11,31;-0,66;-0,14;2,75;157,79;-2,21;1,04;17,05;10,56;20,02;0,62;0,37;0,59;9,82;1,41;298.743.687,71;5,01;0,85;3,61;205.225.325.568,53
ADHM3;1,56;;-4,09;-1,29;105,12;100,00;-13.548,48;-18.860,61;-5,69;-5,69;0,00;;770,90;-1,43;-116,16;0,00;-31,47;-2.571,90;22,61;-81,72;82,72;0,14;;;;-1,21;-0,38;-0,58;25.439.770,20
AERI3;2,80;0,74;45,27;2,16;0,69;11,08;8,41;2,02;10,87;14,58;3,71;0,73;0,91;1,74;-1,90;2,65;4,76;1,53;7,66;0,32;0,68;0,76;;;8.382.867,41;1,30;0,06;-0,75;2.145.397.676,80
AESB3;10,74;0,56;10,95;1,62;0,42;22,78;14,53;25,41;19,15;34,49;15,34;1,30;2,78;2,83;-0,54;2,91;14,79;3,81;-2,70;0,26;0,64;0,15;;;17.336.808,26;6,63;0,98;;5.285.223.756,30
AFLT3;9,00;4,74;5,54;2,22;2,03;87,03;84,24;81,52;5,36;5,17;-0,19;-0,08;4,52;9,67;-2,64;10,78;39,98;36,56;39,43;0,91;0,09;0,45;30,86;48,28;5.231,33;4,06;1,62;0,01;567.762.300,00
AGRO3;27,12;17,10;3,44;1,12;0,79;39,85;35,81;58,48;5,62;5,76;0,14;0,03;2,01;1,95;-1,63;4,91;32,67;23,09;14,65;0,71;0,29;0,39;55,29;151,67;21.251.768,03;24,12;7,88;0,01;2.776.464.456,96
AGXY3;8,40;2,00;16,19;1,02;0,16;11,21;3,14;1,04;5,36;9,20;3,84;0,73;0,17;3,97;-0,91;1,05;6,32;0,99;7,19;0,16;0,84;0,95;;;620.535,79;8,20;0,52;;1.434.929.907,60
AHEB3;27,50;;-6,89;-3,99;0,78;39,70;-3,15;-17,13;-37,41;-35,38;2,32;;1,18;26,04;-1,09;1,12;-57,95;-11,38;10,67;-0,20;1,20;0,66;-1,24;;4.125,00;-6,89;-3,99;0,25;236.820.517,90
AHEB5;22,00;;-5,51;-3,19;0,63;39,70;-3,15;-17,13;-29,93;-35,38;2,32;;0,94;20,83;-0,87;1,12;-57,95;-11,38;10,67;-0,20;1,20;0,66;-1,24;;2.348,50;-6,89;-3,99;0,20;236.820.517,90
AHEB6;41,20;;-10,32;-5,98;1,17;39,70;-3,15;-17,13;-56,04;-35,38;2,32;;1,77;39,02;-1,64;1,12;-57,95;-11,38;10,67;-0,20;1,20;0,66;-1,24;;4.120,00;-6,89;-3,99;0,38;236.820.517,90
ALLD3;11,45;11,63;4,04;0,70;0,27;13,72;6,66;4,42;2,68;3,41;0,73;0,19;0,18;1,18;-0,89;1,48;17,24;6,66;19,90;0,39;0,61;1,51;;;1.134.282,00;16,45;2,84;0,14;1.067.375.663,90
ALPA3;17,13;2,31;19,80;2,16;1,32;48,45;13,31;14,87;22,12;20,98;-3,05;-0,30;2,94;7,87;-2,77;1,47;10,93;6,65;8,79;0,61;0,38;0,45;-0,53;10,32;70.791,82;7,91;0,87;0,14;12.710.897.369,88
ALPA4;20,07;2,17;23,20;2,54;1,54;48,45;13,31;14,87;25,92;20,98;-3,05;-0,30;3,45;9,22;-3,24;1,47;10,93;6,65;8,79;0,61;0,38;0,45;-0,53;10,32;112.750.469,32;7,91;0,87;0,16;12.710.897.369,88
ALPK3;2,10;;-2,22;0,88;0,18;26,64;0,11;-22,18;431,73;1.664,34;1.232,60;2,51;0,49;-0,86;-0,19;0,29;-39,61;-8,01;-0,09;0,20;0,80;0,36;;;1.047.287,53;2,39;-0,94;0,61;450.295.698,30
ALSO3;17,16;2,24;15,78;0,67;0,39;69,41;55,68;28,66;8,13;4,88;-3,24;-0,27;4,52;2,70;-0,49;3,64;4,23;2,48;6,45;0,58;0,32;0,09;22,33;24,57;42.742.537,29;25,69;1,09;0,09;4.560.660.870,48
ALUP11;26,41;4,66;6,33;1,09;0,29;78,20;77,23;24,89;2,04;4,14;2,10;1,13;1,58;3,91;-0,35;1,78;17,26;4,60;15,12;0,27;0,60;0,18;27,49;31,52;26.302.954,68;24,17;4,17;0,50;7.739.109.538,10
