TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
AALR3;8,86;;-3,98;1,03;0,38;30,10;1,60;-22,81;56,65;97,55;40,90;0,75;0,91;-4,69;-0,49;0,74;-25,92;-9,58;-0,51;0,37;0,62;0,42;0,13;;824.266,00;8,58;-2,22;-0,04;1.048.074.349,76
ABCB4;24,42;6,46;5,97;1,01;0,10;25,50;17,06;15,50;5,42;5,42;;;0,93;-2,82;-0,10;0,05;16,95;1,73;;0,10;0,91;0,11;18,70;17,80;16.060.729,49;24,15;4,09;-0,32;5.785.979.464,32
ABEV3;12,84;5,69;13,41;2,24;1,47;50,30;22,59;18,29;10,86;10,11;-0,75;-0,15;2,45;54,57;-2,02;1,11;16,71;10,94;18,63;0,65;0,34;0,60;10,72;15,72;245.042.081,92;5,73;0,96;0,89;202.279.219.366,56
ADHM3;1,56;;-4,09;-1,29;105,12;100,00;-13.548,48;-18.860,61;-5,69;-5,69;0,00;;770,90;-1,43;-116,16;0,00;-31,47;-2.571,90;22,61;-81,72;82,72;0,14;;;;-1,21;-0,38;-0,58;25.439.770,20
AERI3;0,73;;-8,29;1,11;0,24;12,62;9,03;-3,39;3,11;6,62;3,51;1,26;0,28;1,11;-0,73;1,46;-13,42;-2,86;10,53;0,21;0,79;0,84;;;3.944.359,89;0,66;-0,09;-0,04;906.954.871,09
AESB3;10,73;;40,93;1,45;0,33;35,54;28,78;4,90;6,97;16,93;9,96;2,06;2,01;19,77;-0,39;1,11;3,53;0,80;5,04;0,23;0,72;0,16;;;31.098.901,49;7,43;0,26;-0,60;6.458.680.047,03
AFLT3;7,77;3,38;16,00;1,87;1,57;57,31;45,58;44,72;15,70;15,32;-0,38;-0,05;7,15;16,07;-1,95;1,98;11,71;9,80;10,57;0,84;0,16;0,22;24,96;19,61;5.083,08;4,15;0,49;-0,22;490.168.119,00
AGRO3;23,72;13,54;9,50;1,11;0,69;30,65;20,17;20,86;9,82;11,67;1,85;0,21;1,98;3,39;-1,13;2,14;11,68;7,31;7,59;0,63;0,37;0,35;27,22;15,22;7.588.547,86;21,40;2,50;-0,22;2.435.651.291,68
AGXY3;1,70;2,33;-1,15;0,28;0,04;12,31;3,90;-2,43;0,72;3,31;2,59;1,03;0,03;1,27;-0,17;1,04;-24,61;-3,22;11,82;0,13;0,87;1,33;;;469.863,97;6,00;-1,48;0,00;290.402.481,30
AHEB3;15,50;;1,36;7,93;0,36;33,84;21,93;17,66;1,10;1,07;-0,02;-0,17;0,24;2,31;-0,63;1,55;582,53;26,18;533,83;0,04;0,96;1,48;20,77;;3.100,00;1,95;11,39;0,00;132.581.335,87
