TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
AAIC;4,58;;15,82;0,61;0,16;100,00;163,58;32,01;5,15;16,33;13,24;2,61;5,06;;-0,16;;3,85;1,04;5,06;0,27;0,73;0,03;-25,44;-20,59;;7,51;0,29;;134.100.568,00
AAT;20,48;6,40;24,62;1,02;0,41;63,49;28,99;11,63;4,96;22,67;12,80;1,33;2,86;;-0,41;;4,16;1,68;4,33;0,40;0,60;0,14;6,06;8,39;;20,00;0,83;;1.243.639.808,00
ABR;15,92;12,88;9,54;0,98;0,18;98,52;465,65;121,03;2,36;11,88;9,40;3,72;11,54;;-0,18;;10,30;1,93;7,60;0,19;0,81;0,02;3,69;34,73;;16,21;1,67;;2.969.111.840,00
ACC;65,42;;154,52;2,95;1,22;51,87;18,95;6,00;19,33;67,23;18,27;1,10;9,28;;-1,22;;1,91;0,79;2,80;0,41;0,58;0,13;3,69;-18,56;;22,18;0,42;;9.124.977.860,00
ACRE;10,41;9,70;-110,85;0,82;0,23;;;;6,89;24,07;17,50;2,17;;;-0,23;;-0,74;-0,21;3,62;0,29;0,71;0,00;;-0,41;;12,77;-0,09;;563.558.883,00
ADC;60,49;4,78;37,47;1,17;0,80;87,66;50,00;32,17;13,34;32,93;8,82;0,43;12,05;;-0,80;;3,12;2,14;3,35;0,68;0,32;0,07;30,97;21,27;;51,70;1,61;;5.823.305.761,00
AFCG;13,12;16,46;7,34;0,79;0,59;;;;6,83;6,18;0,13;0,02;;;-0,59;;10,75;8,06;10,09;0,75;0,25;0,00;;;;16,64;1,79;;268.405.024,00
AFIN;8,23;;-97,09;0,58;0,28;74,05;20,65;-3,17;5,02;39,26;24,35;0,94;3,08;;-0,28;;-0,59;-0,28;1,93;0,48;0,52;0,09;11,83;;;14,30;-0,08;;1.016.458.495,00
AFINO;25,70;;-303,19;1,80;0,86;74,05;20,65;-3,17;15,66;39,26;24,35;0,94;9,62;;-0,86;;-0,59;-0,28;1,93;0,48;0,52;0,09;11,83;;;14,30;-0,08;;1.016.458.495,00
AFINP;26,01;;-306,85;1,82;0,87;74,05;20,65;-3,17;15,85;39,26;24,35;0,94;9,74;;-0,87;;-0,59;-0,28;1,93;0,48;0,52;0,09;11,83;;;14,30;-0,08;;1.016.458.495,00
AGNC;9,68;14,88;-195,56;0,74;0,10;;;;3,30;8,15;4,30;0,83;;;-0,10;;-0,38;-0,05;9,49;0,13;0,87;0,00;;;;13,00;-0,05;;5.866.829.232,00
AGNCM;23,82;7,22;-481,23;1,83;0,24;;;;8,12;8,15;4,30;0,83;;;-0,24;;-0,38;-0,05;9,49;0,13;0,87;0,00;;;;13,00;-0,05;;5.866.829.232,00
AGNCN;25,76;8,86;-520,42;1,98;0,26;;;;8,78;8,15;4,30;0,83;;;-0,26;;-0,38;-0,05;9,49;0,13;0,87;0,00;;;;13,00;-0,05;;5.866.829.232,00
AGNCO;23,42;6,94;-473,14;1,80;0,23;;;;7,98;8,15;4,30;0,83;;;-0,23;;-0,38;-0,05;9,49;0,13;0,87;0,00;;;;13,00;-0,05;;5.866.829.232,00
AGNCP;21,70;7,06;-438,40;1,67;0,22;;;;7,39;8,15;4,30;0,83;;;-0,22;;-0,38;-0,05;9,49;0,13;0,87;0,00;;;;13,00;-0,05;;5.866.829.232,00
AHH;11,22;6,82;16,71;1,21;0,31;28,31;21,66;7,90;3,84;6,55;0,46;0,09;1,32;;-0,31;;7,22;1,85;15,03;0,26;0,74;0,23;8,45;28,85;;9,30;0,67;;762.363.096,00
AHT;3,07;;-0,65;-0,44;0,03;33,06;10,63;-12,13;0,30;23,83;23,09;;0,08;-0,03;-0,03;0,12;-67,35;-4,31;4,03;-0,06;1,05;0,36;-2,92;;;-7,05;-4,75;;105.894.431,00
AIC;24,20;6,97;83,61;3,22;0,87;100,00;163,58;32,01;27,20;16,33;13,24;2,61;26,76;;-0,87;;3,85;1,04;5,06;0,27;0,73;0,03;-25,44;-20,59;;7,51;0,29;;134.100.568,00
AIRC;32,47;5,54;15,22;2,42;0,76;66,27;59,15;38,11;5,59;17,00;7,20;1,78;5,80;;-0,76;;15,92;4,97;8,62;0,31;0,68;0,13;-5,10;24,13;;13,40;2,13;;4.845.287.045,00
AIV;7,43;0,27;-5,97;2,10;0,50;61,50;-94,07;-102,47;-34,15;-12,36;-5,86;1,90;6,12;;-0,50;;-35,24;-8,30;-11,63;0,24;0,69;0,08;-28,31;-24,84;;3,53;-1,24;;1.099.022.567,00
AIW;25,00;;86,37;3,33;0,90;100,00;163,58;32,01;28,10;16,33;13,24;2,61;27,64;;-0,90;;3,85;1,04;5,06;0,27;0,73;0,03;-25,44;-20,59;;7,51;0,29;;134.100.568,00
AJX;6,66;13,81;-4,54;0,50;0,11;;;;15,91;43,69;37,15;2,84;;;-0,11;;-11,00;-2,46;1,52;0,22;0,78;0,00;;;;13,32;-1,47;;157.361.148,00
AJXA;24,51;7,39;-16,72;1,84;0,41;;;;58,56;43,69;37,15;2,84;;;-0,41;;-11,00;-2,46;1,52;0,22;0,78;0,00;;;;13,32;-1,47;;157.361.148,00
AKR;15,19;4,74;-49,45;0,86;0,34;68,61;5,49;-8,81;9,11;174,36;95,01;1,03;4,36;;-0,34;;-1,74;-0,70;0,52;0,40;0,58;0,08;5,59;;;17,69;-0,31;;1.447.687.507,00
ALEX;17,07;5,16;45,41;1,10;0,67;28,17;7,06;5,64;14,94;49,76;13,51;0,41;2,56;;-0,67;;2,42;1,48;1,00;0,61;0,39;0,26;-11,54;;;15,52;0,38;;1.239.708.750,00
ALX;197,87;9,10;9,75;3,80;0,71;54,41;69,27;48,58;5,61;10,48;3,65;2,03;4,74;;-0,71;;39,02;7,26;10,89;0,19;0,81;0,15;-2,25;-6,47;;52,01;20,30;;1.010.581.451,00
AMH;36,07;2,22;36,91;1,90;1,04;55,41;35,88;22,59;12,77;26,40;3,16;0,26;8,34;;-1,04;;5,15;2,82;6,00;0,55;0,45;0,13;9,19;27,52;;18,96;0,98;;13.057.386.891,00
AMT;180,54;3,41;87,00;16,29;1,26;70,00;20,39;8,86;15,18;54,27;16,46;7,09;7,71;-25,94;-1,33;0,53;18,72;1,45;4,93;0,08;0,92;0,16;9,96;7,34;;11,08;2,08;;84.159.713.970,00
ANH;2,98;;-2,68;0,72;0,12;;;;-9,47;24,95;29,98;-4,31;;;-0,12;;-27,04;-4,64;-9,45;0,17;0,82;0,00;;;;4,12;-1,11;;295.925.866,36
APLE;16,12;5,89;23,10;1,16;0,77;58,53;17,14;12,16;9,04;22,92;6,54;0,47;2,81;;-0,77;;5,04;3,35;4,77;0,66;0,34;0,28;0,00;-4,52;;13,85;0,70;;3.688.241.492,00
APTS;25,00;;105,44;1,40;0,43;69,54;28,71;3,83;5,81;33,84;19,77;1,96;4,04;;-0,43;;1,32;0,41;3,21;0,31;0,69;0,11;20,97;;;17,91;0,24;;1.611.075.000,00
ARE;115,22;4,20;35,77;1,06;0,54;69,97;29,32;20,30;11,15;37,47;12,70;0,54;7,26;;-0,54;;2,96;1,52;2,68;0,51;0,49;0,07;18,07;29,11;;108,64;3,22;;19.936.309.204,00
