TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
A;132,30;0,57;49,77;8,39;4,17;74,10;25,33;20,33;39,95;41,11;1,16;0,24;10,12;22,45;-6,51;2,06;16,86;8,37;12,10;0,50;0,50;0,41;5,74;12,39;;15,77;2,66;;40.311.481.234,50
AA;36,14;;-89,98;2,08;0,45;15,74;4,34;-0,77;15,92;19,43;3,51;0,46;0,69;4,04;-0,67;1,52;-2,31;-0,50;3,06;0,22;0,78;0,65;-3,68;;;17,39;-0,40;;6.748.232.284,30
AACG;2,93;;-6,50;3,01;1,04;39,25;-60,71;-56,85;-6,09;-5,19;0,90;-0,45;3,70;-3,89;-1,32;0,44;-46,27;-16,02;-48,70;0,35;0,65;0,28;-17,45;;;0,97;-0,45;;91.856.973,79
AACQ;9,87;;-27,64;143,02;0,98;;;;-14,66;-14,63;0,02;-0,22;;-9,32;-0,99;0,02;-517,44;-3,56;-975,86;0,01;0,14;0,00;;;;0,07;-0,36;;715.081.470,39
AACQU;10,43;;-29,21;151,13;1,04;;;;-15,49;-14,63;0,02;-0,22;;-9,85;-1,04;0,02;-517,44;-3,56;-975,86;0,01;0,14;0,00;;;;0,07;-0,36;;715.081.470,39
AACQW;1,51;;-4,23;21,88;0,15;;;;-2,24;-14,63;0,02;-0,22;;-1,43;-0,15;0,02;-517,44;-3,56;-975,86;0,01;0,14;0,00;;;;0,07;-0,36;;715.081.470,39
AAL;22,57;;-1,83;-1,82;0,21;48,98;-68,55;-61,53;-1,65;-4,47;-2,83;;1,13;19,15;-0,29;1,04;-99,36;-11,50;-34,77;-0,12;1,12;0,19;-15,81;;;-12,39;-12,31;;14.476.017.086,11
AAME;4,30;0,47;4,50;0,66;0,23;18,88;13,01;9,52;3,29;2,53;-0,77;-0,15;0,43;;-0,23;;14,65;5,10;15,99;0,35;0,65;0,54;3,32;24,99;;6,53;0,96;;87.781.404,00
AAN;34,77;0,65;-4,18;1,61;0,89;74,44;1,05;-21,17;84,50;80,18;-4,32;-0,08;0,88;-36,05;-1,02;0,84;-38,49;-21,31;-16,24;0,55;0,45;1,01;;;;21,64;-8,33;;1.188.090.830,46
AAOI;8,06;;-3,23;0,67;0,39;22,52;-17,38;-23,49;-4,37;-6,72;-2,35;0,36;0,76;1,66;-0,69;2,13;-20,57;-12,02;-12,09;0,58;0,42;0,51;4,32;;;12,12;-2,49;;185.188.542,76
