TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
AAIC;4,30;;14,86;0,57;0,15;100,00;163,58;32,01;4,83;16,14;13,24;2,61;4,75;;-0,15;;3,85;1,04;5,06;0,27;0,73;0,03;-25,44;-20,59;;7,51;0,29;;125.902.280,00
AAT;18,25;7,18;21,94;0,91;0,37;63,49;28,99;11,63;4,42;21,60;12,80;1,33;2,55;;-0,37;;4,16;1,68;4,33;0,40;0,60;0,14;6,06;8,39;;20,00;0,83;;1.108.223.950,00
ABR;13,68;14,99;8,19;0,84;0,16;98,52;465,65;121,03;2,02;11,53;9,40;3,72;9,92;;-0,16;;10,30;1,93;7,60;0,19;0,81;0,02;3,69;34,73;;16,21;1,67;;2.551.347.360,00
ACC;65,42;;154,52;2,95;1,22;51,87;18,95;6,00;19,33;67,23;18,27;1,10;9,28;;-1,22;;1,91;0,79;2,80;0,41;0,58;0,13;3,69;-18,56;;22,18;0,42;;9.124.977.860,00
ACRE;9,06;11,15;-96,47;0,71;0,20;;;;5,99;23,22;17,50;2,17;;;-0,20;;-0,74;-0,21;3,62;0,29;0,71;0,00;;-0,41;;12,77;-0,09;;490.474.878,00
ADC;54,92;5,28;34,02;1,06;0,73;87,66;50,00;32,17;12,11;30,71;8,82;0,43;10,94;;-0,73;;3,12;2,14;3,35;0,68;0,32;0,07;30,97;21,27;;51,70;1,61;;5.287.087.988,00
AFCG;11,45;18,17;6,40;0,69;0,52;;;;5,96;5,41;0,13;0,02;;;-0,52;;10,75;8,06;10,09;0,75;0,25;0,00;;;;16,64;1,79;;234.240.665,00
AFIN;8,23;;-97,09;0,58;0,28;74,05;20,65;-3,17;5,02;39,26;24,35;0,94;3,08;;-0,28;;-0,59;-0,28;1,93;0,48;0,52;0,09;11,83;;;14,30;-0,08;;1.016.458.495,00
AFINO;25,70;;-303,19;1,80;0,86;74,05;20,65;-3,17;15,66;39,26;24,35;0,94;9,62;;-0,86;;-0,59;-0,28;1,93;0,48;0,52;0,09;11,83;;;14,30;-0,08;;1.016.458.495,00
AFINP;26,01;;-306,85;1,82;0,87;74,05;20,65;-3,17;15,85;39,26;24,35;0,94;9,74;;-0,87;;-0,59;-0,28;1,93;0,48;0,52;0,09;11,83;;;14,30;-0,08;;1.016.458.495,00
