TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
AALR3;20,00;;-73,27;2,04;0,93;31,73;5,79;-2,87;36,29;46,72;10,43;0,59;2,10;-29,82;-1,14;0,85;-2,79;-1,27;2,70;0,46;0,53;0,44;3,62;;8.997.402,93;9,80;-0,27;1,44;2.365.856.320,00
ABCB4;15,91;6,39;5,77;0,75;0,08;37,27;26,57;19,79;4,30;4,30;;;1,14;-2,25;-0,08;0,18;12,94;1,40;;0,11;0,89;0,07;7,15;9,74;12.656.769,03;21,31;2,76;0,08;3.597.093.777,38
ABEV3;13,59;4,44;15,90;2,71;1,68;50,27;22,97;18,03;12,48;11,83;-0,66;-0,14;2,87;164,57;-2,30;1,04;17,05;10,56;20,02;0,62;0,37;0,59;9,82;1,41;291.392.144,20;5,01;0,85;3,77;214.045.447.005,09
ADHM3;1,56;;-4,09;-1,29;105,12;100,00;-13.548,48;-18.860,61;-5,69;-5,69;0,00;;770,90;-1,43;-116,16;0,00;-31,47;-2.571,90;22,61;-81,72;82,72;0,14;;;;-1,21;-0,38;-0,58;25.439.770,20
AERI3;3,09;0,67;49,95;2,38;0,76;11,08;8,41;2,02;12,00;15,71;3,71;0,73;1,01;1,92;-2,10;2,65;4,76;1,53;7,66;0,32;0,68;0,76;;;8.462.188,10;1,30;0,06;-0,83;2.367.599.579,04
AESB3;10,43;0,58;10,63;1,57;0,41;22,78;14,53;25,41;18,60;33,94;15,34;1,30;2,70;2,75;-0,52;2,91;14,79;3,81;-2,70;0,26;0,64;0,15;;;15.155.053,50;6,63;0,98;;5.132.670.742,85
AFLT3;9,09;4,69;5,60;2,24;2,05;87,03;84,24;81,52;5,42;5,23;-0,19;-0,08;4,56;9,77;-2,66;10,78;39,98;36,56;39,43;0,91;0,09;0,45;30,86;48,28;3.746,18;4,06;1,62;0,01;573.439.923,00
AGRO3;28,98;16,00;3,68;1,20;0,85;39,85;35,81;58,48;6,01;6,14;0,14;0,03;2,15;2,08;-1,74;4,91;32,67;23,09;14,65;0,71;0,29;0,39;55,29;151,67;21.574.264,80;24,12;7,88;0,01;2.966.885.691,84
AGXY3;8,93;1,88;17,21;1,09;0,17;11,21;3,14;1,04;5,70;9,54;3,84;0,73;0,18;4,22;-0,97;1,05;6,32;0,99;7,19;0,16;0,84;0,95;;;624.216,53;8,20;0,52;;1.525.467.151,77
AHEB3;27,50;;-6,89;-3,99;0,78;39,70;-3,15;-17,13;-37,41;-35,38;2,32;;1,18;26,04;-1,09;1,12;-57,95;-11,38;10,67;-0,20;1,20;0,66;-1,24;;4.125,00;-6,89;-3,99;0,25;236.820.517,90
