TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
AAIC;4,80;;16,04;0,62;0,17;100,00;163,58;32,01;5,22;16,37;13,24;2,61;5,13;;-0,17;;3,85;1,04;5,06;0,27;0,73;0,03;-25,44;-20,59;;7,77;0,30;0,02;135.948.960,00
AAT;25,05;5,31;28,56;1,28;0,51;62,62;30,03;12,00;5,91;23,27;11,86;1,33;3,43;;-0,51;;4,48;1,78;4,62;0,40;0,60;0,15;5,92;20,67;;19,58;0,88;4,97;1.525.585.080,00
ABR;13,56;12,68;9,30;0,84;0,18;97,68;446,75;99,27;1,95;9,82;7,76;3,14;9,23;;-0,18;;9,00;1,94;8,93;0,22;0,78;0,02;4,68;26,24;;16,20;1,46;0,40;2.556.723.084,00
ACC;65,42;;154,52;2,95;1,22;51,87;18,95;6,00;19,33;67,23;18,27;1,10;9,28;;-1,22;;1,91;0,79;2,80;0,41;0,58;0,13;3,69;-18,56;;22,18;0,42;0,23;9.124.977.860,00
ACRE;6,80;17,06;-7,62;0,64;0,18;100,00;617,89;-447,40;5,24;25,71;20,20;2,33;34,07;;-0,18;;-8,36;-2,35;3,29;0,28;0,72;0,01;;;;10,68;-0,89;-0,01;370.727.160,00
ADC;72,00;4,12;40,33;1,40;0,91;87,98;50,78;30,81;13,79;33,41;8,93;0,51;12,43;;-0,91;;3,48;2,25;3,73;0,65;0,35;0,07;31,42;23,92;;51,30;1,79;2,71;7.244.964.000,00
AFCG;9,54;20,13;18,13;0,63;0,41;;;;15,19;13,99;3,50;0,21;;;-0,41;;3,50;2,28;3,74;0,65;0,35;0,00;;;;15,03;0,53;-0,26;197.164.134,00
AFIN;8,23;;-97,09;0,58;0,28;74,05;20,65;-3,17;5,02;39,26;24,35;0,94;3,08;;-0,28;;-0,59;-0,28;1,93;0,48;0,52;0,09;11,83;;;14,30;-0,08;1,53;1.016.458.495,00
AFINO;25,70;;-303,19;1,80;0,86;74,05;20,65;-3,17;15,66;39,26;24,35;0,94;9,62;;-0,86;;-0,59;-0,28;1,93;0,48;0,52;0,09;11,83;;;14,30;-0,08;4,79;1.016.458.495,00
AFINP;26,01;;-306,85;1,82;0,87;74,05;20,65;-3,17;15,85;39,26;24,35;0,94;9,74;;-0,87;;-0,59;-0,28;1,93;0,48;0,52;0,09;11,83;;;14,30;-0,08;4,85;1.016.458.495,00
